Textbox1
"Omejitve izpisa:
Leto: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017
ReCO: vse
Občina: vse
Vrsta enote: Prostovoljna teritorialna gasilska društva, Poklicne gasilske enote, Industrijska gasilska društva"

VrstaDogodka1,Leto1,Textbox40,Dogodek,PKID2,Textbox29
IGE,2012,9,Požari na prometnih sredstvih,0,"požari na delovnih, kmetijskih in gradbenih strojih",0,9.137
IGE,2013,12,Požari na prometnih sredstvih,2,"požari na delovnih, kmetijskih in gradbenih strojih",0,7.130
IGE,2014,3,Požari na prometnih sredstvih,1,"požari na delovnih, kmetijskih in gradbenih strojih",0,5.917
IGE,2015,11,Požari na prometnih sredstvih,2,"požari na delovnih, kmetijskih in gradbenih strojih",1,6.955
IGE,2016,11,Požari na prometnih sredstvih,6,"požari na delovnih, kmetijskih in gradbenih strojih",1,7.496
IGE,2017,23,Požari na prometnih sredstvih,4,"požari na delovnih, kmetijskih in gradbenih strojih",0,8.595
IGE,2005,14,Požari na prometnih sredstvih,1,požari na sredstvih železniškega prometa,0,6.831
IGE,2006,17,Požari na prometnih sredstvih,1,požari na sredstvih železniškega prometa,1,8.550
IGE,2007,20,Požari na prometnih sredstvih,1,požari na sredstvih železniškega prometa,0,8.449
IGE,2008,12,Požari na prometnih sredstvih,4,požari na sredstvih železniškega prometa,0,7.177
IGE,2009,19,Požari na prometnih sredstvih,5,požari na sredstvih železniškega prometa,0,7.910
IGE,2010,10,Požari na prometnih sredstvih,3,požari na sredstvih železniškega prometa,0,5.725
IGE,2011,16,Požari na prometnih sredstvih,6,požari na sredstvih železniškega prometa,2,8.223
IGE,2012,9,Požari na prometnih sredstvih,0,požari na sredstvih železniškega prometa,0,9.137
IGE,2013,12,Požari na prometnih sredstvih,2,požari na sredstvih železniškega prometa,0,7.130
IGE,2014,3,Požari na prometnih sredstvih,1,požari na sredstvih železniškega prometa,0,5.917
IGE,2015,11,Požari na prometnih sredstvih,2,požari na sredstvih železniškega prometa,0,6.955
IGE,2016,11,Požari na prometnih sredstvih,6,požari na sredstvih železniškega prometa,0,7.496
IGE,2017,23,Požari na prometnih sredstvih,4,požari na sredstvih železniškega prometa,0,8.595
IGE,2005,14,Požari na prometnih sredstvih,1,požari na sredstvih zračnega prometa,0,6.831
IGE,2006,17,Požari na prometnih sredstvih,1,požari na sredstvih zračnega prometa,0,8.550
IGE,2007,20,Požari na prometnih sredstvih,1,požari na sredstvih zračnega prometa,0,8.449
IGE,2008,12,Požari na prometnih sredstvih,4,požari na sredstvih zračnega prometa,2,7.177
IGE,2009,19,Požari na prometnih sredstvih,5,požari na sredstvih zračnega prometa,2,7.910
IGE,2010,10,Požari na prometnih sredstvih,3,požari na sredstvih zračnega prometa,2,5.725
IGE,2011,16,Požari na prometnih sredstvih,6,požari na sredstvih zračnega prometa,0,8.223
IGE,2012,9,Požari na prometnih sredstvih,0,požari na sredstvih zračnega prometa,0,9.137
IGE,2013,12,Požari na prometnih sredstvih,2,požari na sredstvih zračnega prometa,1,7.130
IGE,2014,3,Požari na prometnih sredstvih,1,požari na sredstvih zračnega prometa,0,5.917
IGE,2015,11,Požari na prometnih sredstvih,2,požari na sredstvih zračnega prometa,0,6.955
IGE,2016,11,Požari na prometnih sredstvih,6,požari na sredstvih zračnega prometa,0,7.496
IGE,2017,23,Požari na prometnih sredstvih,4,požari na sredstvih zračnega prometa,1,8.595
IGE,2005,14,Požari v naravi oziroma na prostem,0,požari na gozdnih in grmovnih površinah,0,6.831
IGE,2006,17,Požari v naravi oziroma na prostem,5,požari na gozdnih in grmovnih površinah,3,8.550
IGE,2007,20,Požari v naravi oziroma na prostem,3,požari na gozdnih in grmovnih površinah,1,8.449
IGE,2008,12,Požari v naravi oziroma na prostem,2,požari na gozdnih in grmovnih površinah,0,7.177
IGE,2009,19,Požari v naravi oziroma na prostem,4,požari na gozdnih in grmovnih površinah,0,7.910
IGE,2010,10,Požari v naravi oziroma na prostem,0,požari na gozdnih in grmovnih površinah,0,5.725
IGE,2011,16,Požari v naravi oziroma na prostem,5,požari na gozdnih in grmovnih površinah,3,8.223
IGE,2012,9,Požari v naravi oziroma na prostem,2,požari na gozdnih in grmovnih površinah,0,9.137
IGE,2013,12,Požari v naravi oziroma na prostem,2,požari na gozdnih in grmovnih površinah,2,7.130
IGE,2014,3,Požari v naravi oziroma na prostem,0,požari na gozdnih in grmovnih površinah,0,5.917
IGE,2015,11,Požari v naravi oziroma na prostem,1,požari na gozdnih in grmovnih površinah,1,6.955
IGE,2016,11,Požari v naravi oziroma na prostem,1,požari na gozdnih in grmovnih površinah,1,7.496
IGE,2017,23,Požari v naravi oziroma na prostem,3,požari na gozdnih in grmovnih površinah,2,8.595
IGE,2005,14,Požari v naravi oziroma na prostem,0,požari na travniških površinah,0,6.831
IGE,2006,17,Požari v naravi oziroma na prostem,5,požari na travniških površinah,2,8.550
IGE,2007,20,Požari v naravi oziroma na prostem,3,požari na travniških površinah,1,8.449
IGE,2008,12,Požari v naravi oziroma na prostem,2,požari na travniških površinah,1,7.177
IGE,2009,19,Požari v naravi oziroma na prostem,4,požari na travniških površinah,2,7.910
IGE,2010,10,Požari v naravi oziroma na prostem,0,požari na travniških površinah,0,5.725
IGE,2011,16,Požari v naravi oziroma na prostem,5,požari na travniških površinah,1,8.223
IGE,2012,9,Požari v naravi oziroma na prostem,2,požari na travniških površinah,0,9.137
IGE,2013,12,Požari v naravi oziroma na prostem,2,požari na travniških površinah,0,7.130
IGE,2014,3,Požari v naravi oziroma na prostem,0,požari na travniških površinah,0,5.917
IGE,2015,11,Požari v naravi oziroma na prostem,1,požari na travniških površinah,0,6.955
IGE,2016,11,Požari v naravi oziroma na prostem,1,požari na travniških površinah,0,7.496
IGE,2017,23,Požari v naravi oziroma na prostem,3,požari na travniških površinah,0,8.595
IGE,2005,14,Požari v naravi oziroma na prostem,0,"požari na smetiščih, odlagališčih",0,6.831
IGE,2006,17,Požari v naravi oziroma na prostem,5,"požari na smetiščih, odlagališčih",0,8.550
IGE,2007,20,Požari v naravi oziroma na prostem,3,"požari na smetiščih, odlagališčih",1,8.449
IGE,2008,12,Požari v naravi oziroma na prostem,2,"požari na smetiščih, odlagališčih",1,7.177
IGE,2009,19,Požari v naravi oziroma na prostem,4,"požari na smetiščih, odlagališčih",2,7.910
IGE,2010,10,Požari v naravi oziroma na prostem,0,"požari na smetiščih, odlagališčih",0,5.725
IGE,2011,16,Požari v naravi oziroma na prostem,5,"požari na smetiščih, odlagališčih",0,8.223
IGE,2012,9,Požari v naravi oziroma na prostem,2,"požari na smetiščih, odlagališčih",0,9.137
IGE,2013,12,Požari v naravi oziroma na prostem,2,"požari na smetiščih, odlagališčih",0,7.130
IGE,2014,3,Požari v naravi oziroma na prostem,0,"požari na smetiščih, odlagališčih",0,5.917
IGE,2015,11,Požari v naravi oziroma na prostem,1,"požari na smetiščih, odlagališčih",0,6.955
IGE,2016,11,Požari v naravi oziroma na prostem,1,"požari na smetiščih, odlagališčih",0,7.496
IGE,2017,23,Požari v naravi oziroma na prostem,3,"požari na smetiščih, odlagališčih",0,8.595
IGE,2005,14,Požari v naravi oziroma na prostem,0,drugi požari v naravi oziroma na prostem,0,6.831
IGE,2006,17,Požari v naravi oziroma na prostem,5,drugi požari v naravi oziroma na prostem,0,8.550
IGE,2007,20,Požari v naravi oziroma na prostem,3,drugi požari v naravi oziroma na prostem,0,8.449
IGE,2008,12,Požari v naravi oziroma na prostem,2,drugi požari v naravi oziroma na prostem,0,7.177
IGE,2009,19,Požari v naravi oziroma na prostem,4,drugi požari v naravi oziroma na prostem,0,7.910
IGE,2010,10,Požari v naravi oziroma na prostem,0,drugi požari v naravi oziroma na prostem,0,5.725
IGE,2011,16,Požari v naravi oziroma na prostem,5,drugi požari v naravi oziroma na prostem,1,8.223
IGE,2012,9,Požari v naravi oziroma na prostem,2,drugi požari v naravi oziroma na prostem,2,9.137
IGE,2013,12,Požari v naravi oziroma na prostem,2,drugi požari v naravi oziroma na prostem,0,7.130
IGE,2014,3,Požari v naravi oziroma na prostem,0,drugi požari v naravi oziroma na prostem,0,5.917
IGE,2015,11,Požari v naravi oziroma na prostem,1,drugi požari v naravi oziroma na prostem,0,6.955
IGE,2016,11,Požari v naravi oziroma na prostem,1,drugi požari v naravi oziroma na prostem,0,7.496
IGE,2017,23,Požari v naravi oziroma na prostem,3,drugi požari v naravi oziroma na prostem,1,8.595
IGE,2005,14,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,6.831
IGE,2006,17,Požari v komunalnih in drugih zabojnikih,1,požari v komunalnih in drugih zabojnikih,1,8.550
IGE,2007,20,Požari v komunalnih in drugih zabojnikih,3,požari v komunalnih in drugih zabojnikih,3,8.449
IGE,2008,12,Požari v komunalnih in drugih zabojnikih,1,požari v komunalnih in drugih zabojnikih,1,7.177
IGE,2009,19,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,7.910
IGE,2010,10,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,5.725
IGE,2011,16,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,8.223
IGE,2012,9,Požari v komunalnih in drugih zabojnikih,1,požari v komunalnih in drugih zabojnikih,1,9.137
IGE,2013,12,Požari v komunalnih in drugih zabojnikih,1,požari v komunalnih in drugih zabojnikih,1,7.130
IGE,2014,3,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,5.917
IGE,2015,11,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,6.955
IGE,2016,11,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,7.496
IGE,2017,23,Požari v komunalnih in drugih zabojnikih,0,požari v komunalnih in drugih zabojnikih,0,8.595
PGD,2005,4.093,Požari v objektih,2.046,Stanovanjske stavbe,1.164,6.831
PGD,2006,5.580,Požari v objektih,2.329,Stanovanjske stavbe,1.268,8.550
PGD,2007,5.400,Požari v objektih,2.510,Stanovanjske stavbe,1.283,8.449
PGD,2008,4.577,Požari v objektih,2.357,Stanovanjske stavbe,1.353,7.177
PGD,2009,5.224,Požari v objektih,2.623,Stanovanjske stavbe,1.481,7.910
PGD,2010,3.657,Požari v objektih,2.238,Stanovanjske stavbe,1.374,5.725
PGD,2011,5.422,Požari v objektih,2.621,Stanovanjske stavbe,1.562,8.223
PGD,2012,6.307,Požari v objektih,2.762,Stanovanjske stavbe,1.678,9.137
PGD,2013,4.770,Požari v objektih,2.568,Stanovanjske stavbe,1.571,7.130
PGD,2014,3.857,Požari v objektih,2.508,Stanovanjske stavbe,1.506,5.917
PGD,2015,4.633,Požari v objektih,2.584,Stanovanjske stavbe,1.571,6.955
PGD,2016,5.061,Požari v objektih,2.871,Stanovanjske stavbe,1.829,7.496
PGD,2017,6.096,Požari v objektih,2.921,Stanovanjske stavbe,1.697,8.595
PGD,2005,4.093,Požari v objektih,2.046,Nestanovanjske stavbe,746,6.831
PGD,2006,5.580,Požari v objektih,2.329,Nestanovanjske stavbe,952,8.550
PGD,2007,5.400,Požari v objektih,2.510,Nestanovanjske stavbe,1.098,8.449
PGD,2008,4.577,Požari v objektih,2.357,Nestanovanjske stavbe,886,7.177
PGD,2009,5.224,Požari v objektih,2.623,Nestanovanjske stavbe,1.012,7.910
PGD,2010,3.657,Požari v objektih,2.238,Nestanovanjske stavbe,745,5.725
PGD,2011,5.422,Požari v objektih,2.621,Nestanovanjske stavbe,838,8.223
PGD,2012,6.307,Požari v objektih,2.762,Nestanovanjske stavbe,881,9.137
PGD,2013,4.770,Požari v objektih,2.568,Nestanovanjske stavbe,760,7.130
PGD,2014,3.857,Požari v objektih,2.508,Nestanovanjske stavbe,762,5.917
PGD,2015,4.633,Požari v objektih,2.584,Nestanovanjske stavbe,807,6.955
PGD,2016,5.061,Požari v objektih,2.871,Nestanovanjske stavbe,724,7.496
PGD,2017,6.096,Požari v objektih,2.921,Nestanovanjske stavbe,811,8.595
PGD,2005,4.093,Požari v objektih,2.046,Objekti transportne infrastrukture,3,6.831
PGD,2006,5.580,Požari v objektih,2.329,Objekti transportne infrastrukture,3,8.550
PGD,2007,5.400,Požari v objektih,2.510,Objekti transportne infrastrukture,3,8.449
PGD,2008,4.577,Požari v objektih,2.357,Objekti transportne infrastrukture,2,7.177
PGD,2009,5.224,Požari v objektih,2.623,Objekti transportne infrastrukture,5,7.910
PGD,2010,3.657,Požari v objektih,2.238,Objekti transportne infrastrukture,5,5.725
PGD,2011,5.422,Požari v objektih,2.621,Objekti transportne infrastrukture,23,8.223
PGD,2012,6.307,Požari v objektih,2.762,Objekti transportne infrastrukture,6,9.137
PGD,2013,4.770,Požari v objektih,2.568,Objekti transportne infrastrukture,12,7.130
PGD,2014,3.857,Požari v objektih,2.508,Objekti transportne infrastrukture,13,5.917
PGD,2015,4.633,Požari v objektih,2.584,Objekti transportne infrastrukture,4,6.955
PGD,2016,5.061,Požari v objektih,2.871,Objekti transportne infrastrukture,24,7.496
PGD,2017,6.096,Požari v objektih,2.921,Objekti transportne infrastrukture,5,8.595
PGD,2005,4.093,Požari v objektih,2.046,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",53,6.831
PGD,2006,5.580,Požari v objektih,2.329,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",48,8.550
PGD,2007,5.400,Požari v objektih,2.510,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",70,8.449
PGD,2008,4.577,Požari v objektih,2.357,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",42,7.177
PGD,2009,5.224,Požari v objektih,2.623,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",50,7.910
PGD,2010,3.657,Požari v objektih,2.238,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",35,5.725
PGD,2011,5.422,Požari v objektih,2.621,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",55,8.223
PGD,2012,6.307,Požari v objektih,2.762,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",45,9.137
PGD,2013,4.770,Požari v objektih,2.568,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",47,7.130
PGD,2014,3.857,Požari v objektih,2.508,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",69,5.917
PGD,2015,4.633,Požari v objektih,2.584,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",43,6.955
PGD,2016,5.061,Požari v objektih,2.871,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",51,7.496
PGD,2017,6.096,Požari v objektih,2.921,"Cevovodi, komunikacijska omrežja in elektroenergetski vodi",44,8.595
PGD,2005,4.093,Požari v objektih,2.046,Kompleksni industrijski objekti,8,6.831
PGD,2006,5.580,Požari v objektih,2.329,Kompleksni industrijski objekti,1,8.550
PGD,2007,5.400,Požari v objektih,2.510,Kompleksni industrijski objekti,0,8.449
PGD,2008,4.577,Požari v objektih,2.357,Kompleksni industrijski objekti,1,7.177
PGD,2009,5.224,Požari v objektih,2.623,Kompleksni industrijski objekti,12,7.910
PGD,2010,3.657,Požari v objektih,2.238,Kompleksni industrijski objekti,48,5.725
PGD,2011,5.422,Požari v objektih,2.621,Kompleksni industrijski objekti,99,8.223
PGD,2012,6.307,Požari v objektih,2.762,Kompleksni industrijski objekti,96,9.137
PGD,2013,4.770,Požari v objektih,2.568,Kompleksni industrijski objekti,135,7.130
PGD,2014,3.857,Požari v objektih,2.508,Kompleksni industrijski objekti,122,5.917
PGD,2015,4.633,Požari v objektih,2.584,Kompleksni industrijski objekti,129,6.955
PGD,2016,5.061,Požari v objektih,2.871,Kompleksni industrijski objekti,201,7.496
PGD,2017,6.096,Požari v objektih,2.921,Kompleksni industrijski objekti,188,8.595
PGD,2005,4.093,Požari v objektih,2.046,Drugi gradbeni inženirski objekti,72,6.831
PGD,2006,5.580,Požari v objektih,2.329,Drugi gradbeni inženirski objekti,57,8.550
PGD,2007,5.400,Požari v objektih,2.510,Drugi gradbeni inženirski objekti,56,8.449
PGD,2008,4.577,Požari v objektih,2.357,Drugi gradbeni inženirski objekti,73,7.177
PGD,2009,5.224,Požari v objektih,2.623,Drugi gradbeni inženirski objekti,63,7.910
PGD,2010,3.657,Požari v objektih,2.238,Drugi gradbeni inženirski objekti,31,5.725
PGD,2011,5.422,Požari v objektih,2.621,Drugi gradbeni inženirski objekti,44,8.223
PGD,2012,6.307,Požari v objektih,2.762,Drugi gradbeni inženirski objekti,56,9.137
PGD,2013,4.770,Požari v objektih,2.568,Drugi gradbeni inženirski objekti,43,7.130
PGD,2014,3.857,Požari v objektih,2.508,Drugi gradbeni inženirski objekti,36,5.917
PGD,2015,4.633,Požari v objektih,2.584,Drugi gradbeni inženirski objekti,30,6.955
PGD,2016,5.061,Požari v objektih,2.871,Drugi gradbeni inženirski objekti,42,7.496
PGD,2017,6.096,Požari v objektih,2.921,Drugi gradbeni inženirski objekti,176,8.595
PGD,2005,4.093,Požari na prometnih sredstvih,310,požari na sredstvih cestnega prometa,282,6.831
PGD,2006,5.580,Požari na prometnih sredstvih,389,požari na sredstvih cestnega prometa,326,8.550
PGD,2007,5.400,Požari na prometnih sredstvih,406,požari na sredstvih cestnega prometa,374,8.449
PGD,2008,4.577,Požari na prometnih sredstvih,478,požari na sredstvih cestnega prometa,445,7.177
PGD,2009,5.224,Požari na prometnih sredstvih,406,požari na sredstvih cestnega prometa,371,7.910
PGD,2010,3.657,Požari na prometnih sredstvih,352,požari na sredstvih cestnega prometa,309,5.725
PGD,2011,5.422,Požari na prometnih sredstvih,382,požari na sredstvih cestnega prometa,337,8.223
PGD,2012,6.307,Požari na prometnih sredstvih,374,požari na sredstvih cestnega prometa,341,9.137
PGD,2013,4.770,Požari na prometnih sredstvih,380,požari na sredstvih cestnega prometa,337,7.130
PGD,2014,3.857,Požari na prometnih sredstvih,380,požari na sredstvih cestnega prometa,352,5.917
PGD,2015,4.633,Požari na prometnih sredstvih,446,požari na sredstvih cestnega prometa,412,6.955
PGD,2016,5.061,Požari na prometnih sredstvih,379,požari na sredstvih cestnega prometa,348,7.496
PGD,2017,6.096,Požari na prometnih sredstvih,403,požari na sredstvih cestnega prometa,369,8.595
PGD,2005,4.093,Požari na prometnih sredstvih,310,"požari na delovnih, kmetijskih in gradbenih strojih",19,6.831
PGD,2006,5.580,Požari na prometnih sredstvih,389,"požari na delovnih, kmetijskih in gradbenih strojih",43,8.550
PGD,2007,5.400,Požari na prometnih sredstvih,406,"požari na delovnih, kmetijskih in gradbenih strojih",21,8.449
PGD,2008,4.577,Požari na prometnih sredstvih,478,"požari na delovnih, kmetijskih in gradbenih strojih",21,7.177
PGD,2009,5.224,Požari na prometnih sredstvih,406,"požari na delovnih, kmetijskih in gradbenih strojih",27,7.910
PGD,2010,3.657,Požari na prometnih sredstvih,352,"požari na delovnih, kmetijskih in gradbenih strojih",36,5.725
PGD,2011,5.422,Požari na prometnih sredstvih,382,"požari na delovnih, kmetijskih in gradbenih strojih",32,8.223
PGD,2012,6.307,Požari na prometnih sredstvih,374,"požari na delovnih, kmetijskih in gradbenih strojih",24,9.137
PGD,2013,4.770,Požari na prometnih sredstvih,380,"požari na delovnih, kmetijskih in gradbenih strojih",29,7.130
PGD,2014,3.857,Požari na prometnih sredstvih,380,"požari na delovnih, kmetijskih in gradbenih strojih",17,5.917
PGD,2015,4.633,Požari na prometnih sredstvih,446,"požari na delovnih, kmetijskih in gradbenih strojih",25,6.955
PGD,2016,5.061,Požari na prometnih sredstvih,379,"požari na delovnih, kmetijskih in gradbenih strojih",26,7.496
PGD,2017,6.096,Požari na prometnih sredstvih,403,"požari na delovnih, kmetijskih in gradbenih strojih",31,8.595
