Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Malomarnost kot posledica drugih dejavnosti,3,Ni gmotne škode,1,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Malomarnost kot posledica drugih dejavnosti,4,Ni gmotne škode,1,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Malomarnost kot posledica drugih dejavnosti,0,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,14,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,5,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Malomarnost kot posledica drugih dejavnosti,5,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Malomarnost kot posledica drugih dejavnosti,1,do 10.000 €,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Malomarnost kot posledica drugih dejavnosti,5,do 10.000 €,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Malomarnost kot posledica drugih dejavnosti,3,do 10.000 €,2,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Malomarnost kot posledica drugih dejavnosti,4,do 10.000 €,3,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Malomarnost kot posledica drugih dejavnosti,0,100.000 € - 1.000.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,14,100.000 € - 1.000.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,5,100.000 € - 1.000.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Malomarnost kot posledica drugih dejavnosti,5,100.000 € - 1.000.000 €,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Malomarnost kot posledica drugih dejavnosti,1,100.000 € - 1.000.000 €,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Malomarnost kot posledica drugih dejavnosti,5,100.000 € - 1.000.000 €,1,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Malomarnost kot posledica drugih dejavnosti,3,100.000 € - 1.000.000 €,0,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Malomarnost kot posledica drugih dejavnosti,4,100.000 € - 1.000.000 €,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Malomarnost kot posledica drugih dejavnosti,0,Ni podatka,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,14,Ni podatka,10,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Malomarnost kot posledica drugih dejavnosti,5,Ni podatka,3,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Malomarnost kot posledica drugih dejavnosti,5,Ni podatka,3,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Malomarnost kot posledica drugih dejavnosti,1,Ni podatka,1,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Malomarnost kot posledica drugih dejavnosti,5,Ni podatka,1,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Malomarnost kot posledica drugih dejavnosti,3,Ni podatka,0,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Malomarnost kot posledica drugih dejavnosti,4,Ni podatka,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Namerna povzročitev,0,Ni gmotne škode,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Namerna povzročitev,0,Ni gmotne škode,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Namerna povzročitev,0,Ni gmotne škode,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Namerna povzročitev,0,Ni gmotne škode,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Namerna povzročitev,0,Ni gmotne škode,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Namerna povzročitev,0,Ni gmotne škode,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Namerna povzročitev,2,Ni gmotne škode,1,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Namerna povzročitev,0,Ni gmotne škode,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Namerna povzročitev,1,Ni gmotne škode,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Namerna povzročitev,1,Ni gmotne škode,1,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Namerna povzročitev,1,Ni gmotne škode,1,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Namerna povzročitev,2,Ni gmotne škode,1,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Namerna povzročitev,0,Ni gmotne škode,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Namerna povzročitev,0,do 10.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Namerna povzročitev,0,do 10.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Namerna povzročitev,0,do 10.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Namerna povzročitev,0,do 10.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Namerna povzročitev,0,do 10.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Namerna povzročitev,0,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Namerna povzročitev,2,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Namerna povzročitev,0,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Namerna povzročitev,1,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Namerna povzročitev,1,do 10.000 €,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Namerna povzročitev,1,do 10.000 €,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Namerna povzročitev,2,do 10.000 €,1,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Namerna povzročitev,0,do 10.000 €,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Namerna povzročitev,0,50.000 € - 100.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Namerna povzročitev,0,50.000 € - 100.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Namerna povzročitev,0,50.000 € - 100.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Namerna povzročitev,0,50.000 € - 100.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Namerna povzročitev,0,50.000 € - 100.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Namerna povzročitev,0,50.000 € - 100.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Namerna povzročitev,2,50.000 € - 100.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Namerna povzročitev,0,50.000 € - 100.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Namerna povzročitev,1,50.000 € - 100.000 €,1,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Namerna povzročitev,1,50.000 € - 100.000 €,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Namerna povzročitev,1,50.000 € - 100.000 €,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Namerna povzročitev,2,50.000 € - 100.000 €,0,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Namerna povzročitev,0,50.000 € - 100.000 €,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Namerna povzročitev,0,Ni podatka,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Namerna povzročitev,0,Ni podatka,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Namerna povzročitev,0,Ni podatka,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Namerna povzročitev,0,Ni podatka,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Namerna povzročitev,0,Ni podatka,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Namerna povzročitev,0,Ni podatka,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Namerna povzročitev,2,Ni podatka,1,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Namerna povzročitev,0,Ni podatka,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Namerna povzročitev,1,Ni podatka,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Namerna povzročitev,1,Ni podatka,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Namerna povzročitev,1,Ni podatka,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Namerna povzročitev,2,Ni podatka,0,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Namerna povzročitev,0,Ni podatka,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Otroška igra,0,do 10.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Otroška igra,0,do 10.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Otroška igra,0,do 10.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Otroška igra,0,do 10.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Otroška igra,0,do 10.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Otroška igra,0,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Otroška igra,0,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Otroška igra,0,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Otroška igra,0,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Otroška igra,0,do 10.000 €,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Otroška igra,0,do 10.000 €,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Otroška igra,1,do 10.000 €,1,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Otroška igra,1,do 10.000 €,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Otroška igra,0,Ni podatka,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Otroška igra,0,Ni podatka,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Otroška igra,0,Ni podatka,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Otroška igra,0,Ni podatka,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Otroška igra,0,Ni podatka,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Otroška igra,0,Ni podatka,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Otroška igra,0,Ni podatka,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Otroška igra,0,Ni podatka,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Otroška igra,0,Ni podatka,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Otroška igra,0,Ni podatka,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Otroška igra,0,Ni podatka,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Otroška igra,1,Ni podatka,0,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Otroška igra,1,Ni podatka,1,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Nemočna oseba,0,Ni gmotne škode,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Nemočna oseba,0,Ni gmotne škode,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Nemočna oseba,0,Ni gmotne škode,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Nemočna oseba,0,Ni gmotne škode,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Nemočna oseba,0,Ni gmotne škode,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Nemočna oseba,0,Ni gmotne škode,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Nemočna oseba,0,Ni gmotne škode,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Nemočna oseba,0,Ni gmotne škode,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Nemočna oseba,0,Ni gmotne škode,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Nemočna oseba,0,Ni gmotne škode,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Nemočna oseba,0,Ni gmotne škode,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Nemočna oseba,1,Ni gmotne škode,1,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Nemočna oseba,0,Ni gmotne škode,0,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Naravni pojavi,1,Ni gmotne škode,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Naravni pojavi,0,Ni gmotne škode,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Naravni pojavi,0,Ni gmotne škode,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Naravni pojavi,0,Ni gmotne škode,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Naravni pojavi,0,Ni gmotne škode,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Naravni pojavi,1,Ni gmotne škode,1,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Naravni pojavi,0,Ni gmotne škode,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Naravni pojavi,0,Ni gmotne škode,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Naravni pojavi,0,Ni gmotne škode,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Naravni pojavi,1,Ni gmotne škode,0,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Naravni pojavi,2,Ni gmotne škode,2,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Naravni pojavi,3,Ni gmotne škode,2,4.402
Požari v objektih,2017,2.007,Kompleksni industrijski objekti,155,Naravni pojavi,1,Ni gmotne škode,1,4.913
Požari v objektih,2005,1.431,Kompleksni industrijski objekti,23,Naravni pojavi,1,do 10.000 €,0,3.097
Požari v objektih,2006,1.785,Kompleksni industrijski objekti,2,Naravni pojavi,0,do 10.000 €,0,3.644
Požari v objektih,2007,1.900,Kompleksni industrijski objekti,7,Naravni pojavi,0,do 10.000 €,0,3.413
Požari v objektih,2008,1.752,Kompleksni industrijski objekti,6,Naravni pojavi,0,do 10.000 €,0,3.218
Požari v objektih,2009,1.822,Kompleksni industrijski objekti,13,Naravni pojavi,0,do 10.000 €,0,3.065
Požari v objektih,2010,1.361,Kompleksni industrijski objekti,48,Naravni pojavi,1,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Kompleksni industrijski objekti,169,Naravni pojavi,0,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Kompleksni industrijski objekti,169,Naravni pojavi,0,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Kompleksni industrijski objekti,164,Naravni pojavi,0,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Kompleksni industrijski objekti,159,Naravni pojavi,1,do 10.000 €,1,3.593
Požari v objektih,2015,2.119,Kompleksni industrijski objekti,151,Naravni pojavi,2,do 10.000 €,0,4.256
Požari v objektih,2016,2.221,Kompleksni industrijski objekti,162,Naravni pojavi,3,do 10.000 €,1,4.402
