Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Namerna povzročitev,24,10.000 € - 50.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Namerna povzročitev,26,10.000 € - 50.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Namerna povzročitev,67,10.000 € - 50.000 €,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Namerna povzročitev,51,10.000 € - 50.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Namerna povzročitev,75,10.000 € - 50.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Namerna povzročitev,106,Ni podatka,90,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Namerna povzročitev,59,Ni podatka,53,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Namerna povzročitev,59,Ni podatka,53,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Namerna povzročitev,15,Ni podatka,14,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Namerna povzročitev,29,Ni podatka,23,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Namerna povzročitev,29,Ni podatka,18,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Namerna povzročitev,77,Ni podatka,17,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Namerna povzročitev,101,Ni podatka,52,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Namerna povzročitev,24,Ni podatka,7,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Namerna povzročitev,26,Ni podatka,15,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Namerna povzročitev,67,Ni podatka,19,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Namerna povzročitev,51,Ni podatka,7,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Namerna povzročitev,75,Ni podatka,10,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Otroška igra,4,Ni gmotne škode,1,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Otroška igra,4,Ni gmotne škode,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Otroška igra,1,Ni gmotne škode,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Otroška igra,1,Ni gmotne škode,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Otroška igra,4,Ni gmotne škode,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Otroška igra,1,Ni gmotne škode,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Otroška igra,8,Ni gmotne škode,1,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Otroška igra,6,Ni gmotne škode,4,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Otroška igra,3,Ni gmotne škode,2,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Otroška igra,0,Ni gmotne škode,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Otroška igra,2,Ni gmotne škode,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Otroška igra,2,Ni gmotne škode,1,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Otroška igra,1,Ni gmotne škode,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Otroška igra,4,do 10.000 €,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Otroška igra,4,do 10.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Otroška igra,1,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Otroška igra,1,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Otroška igra,4,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Otroška igra,1,do 10.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Otroška igra,8,do 10.000 €,4,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Otroška igra,6,do 10.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Otroška igra,3,do 10.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Otroška igra,0,do 10.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Otroška igra,2,do 10.000 €,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Otroška igra,2,do 10.000 €,1,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Otroška igra,1,do 10.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Otroška igra,4,Ni podatka,3,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Otroška igra,4,Ni podatka,4,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Otroška igra,1,Ni podatka,1,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Otroška igra,1,Ni podatka,1,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Otroška igra,4,Ni podatka,4,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Otroška igra,1,Ni podatka,1,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Otroška igra,8,Ni podatka,3,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Otroška igra,6,Ni podatka,2,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Otroška igra,3,Ni podatka,1,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Otroška igra,0,Ni podatka,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Otroška igra,2,Ni podatka,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Otroška igra,2,Ni podatka,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Otroška igra,1,Ni podatka,1,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Nemočna oseba,2,Ni gmotne škode,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Nemočna oseba,0,Ni gmotne škode,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Nemočna oseba,0,Ni gmotne škode,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Nemočna oseba,0,Ni gmotne škode,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Nemočna oseba,0,Ni gmotne škode,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Nemočna oseba,0,Ni gmotne škode,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Nemočna oseba,0,Ni gmotne škode,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Nemočna oseba,0,Ni gmotne škode,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Nemočna oseba,1,Ni gmotne škode,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Nemočna oseba,0,Ni gmotne škode,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Nemočna oseba,1,Ni gmotne škode,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Nemočna oseba,0,Ni gmotne škode,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Nemočna oseba,3,Ni gmotne škode,2,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Nemočna oseba,2,do 10.000 €,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Nemočna oseba,0,do 10.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Nemočna oseba,0,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Nemočna oseba,0,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Nemočna oseba,0,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Nemočna oseba,0,do 10.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Nemočna oseba,0,do 10.000 €,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Nemočna oseba,0,do 10.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Nemočna oseba,1,do 10.000 €,1,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Nemočna oseba,0,do 10.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Nemočna oseba,1,do 10.000 €,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Nemočna oseba,0,do 10.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Nemočna oseba,3,do 10.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Nemočna oseba,2,Ni podatka,2,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Nemočna oseba,0,Ni podatka,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Nemočna oseba,0,Ni podatka,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Nemočna oseba,0,Ni podatka,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Nemočna oseba,0,Ni podatka,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Nemočna oseba,0,Ni podatka,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Nemočna oseba,0,Ni podatka,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Nemočna oseba,0,Ni podatka,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Nemočna oseba,1,Ni podatka,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Nemočna oseba,0,Ni podatka,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Nemočna oseba,1,Ni podatka,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Nemočna oseba,0,Ni podatka,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Nemočna oseba,3,Ni podatka,1,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Psihično motena oseba,1,Ni gmotne škode,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Psihično motena oseba,1,Ni gmotne škode,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Psihično motena oseba,0,Ni gmotne škode,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Psihično motena oseba,0,Ni gmotne škode,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Psihično motena oseba,2,Ni gmotne škode,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Psihično motena oseba,0,Ni gmotne škode,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Psihično motena oseba,0,Ni gmotne škode,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Psihično motena oseba,0,Ni gmotne škode,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Psihično motena oseba,2,Ni gmotne škode,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Psihično motena oseba,1,Ni gmotne škode,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Psihično motena oseba,1,Ni gmotne škode,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Psihično motena oseba,0,Ni gmotne škode,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Psihično motena oseba,0,Ni gmotne škode,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Psihično motena oseba,1,do 10.000 €,1,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Psihično motena oseba,1,do 10.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Psihično motena oseba,0,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Psihično motena oseba,0,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Psihično motena oseba,2,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Psihično motena oseba,0,do 10.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Psihično motena oseba,0,do 10.000 €,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Psihično motena oseba,0,do 10.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Psihično motena oseba,2,do 10.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Psihično motena oseba,1,do 10.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Psihično motena oseba,1,do 10.000 €,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Psihično motena oseba,0,do 10.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Psihično motena oseba,0,do 10.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Psihično motena oseba,1,Ni podatka,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Psihično motena oseba,1,Ni podatka,1,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Psihično motena oseba,0,Ni podatka,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Psihično motena oseba,0,Ni podatka,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Psihično motena oseba,2,Ni podatka,2,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Psihično motena oseba,0,Ni podatka,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Psihično motena oseba,0,Ni podatka,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Psihično motena oseba,0,Ni podatka,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Psihično motena oseba,2,Ni podatka,2,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Psihično motena oseba,1,Ni podatka,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Psihično motena oseba,1,Ni podatka,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Psihično motena oseba,0,Ni podatka,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Psihično motena oseba,0,Ni podatka,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Naravni pojavi,4,Ni gmotne škode,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Naravni pojavi,18,Ni gmotne škode,1,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Naravni pojavi,2,Ni gmotne škode,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Naravni pojavi,4,Ni gmotne škode,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Naravni pojavi,9,Ni gmotne škode,1,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Naravni pojavi,1,Ni gmotne škode,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Naravni pojavi,9,Ni gmotne škode,6,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Naravni pojavi,7,Ni gmotne škode,2,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Naravni pojavi,6,Ni gmotne škode,4,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Naravni pojavi,2,Ni gmotne škode,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Naravni pojavi,6,Ni gmotne škode,4,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Naravni pojavi,7,Ni gmotne škode,3,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Naravni pojavi,6,Ni gmotne škode,4,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Naravni pojavi,4,do 10.000 €,1,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Naravni pojavi,18,do 10.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Naravni pojavi,2,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Naravni pojavi,4,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Naravni pojavi,9,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Naravni pojavi,1,do 10.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Naravni pojavi,9,do 10.000 €,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Naravni pojavi,7,do 10.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Naravni pojavi,6,do 10.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Naravni pojavi,2,do 10.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Naravni pojavi,6,do 10.000 €,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Naravni pojavi,7,do 10.000 €,3,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Naravni pojavi,6,do 10.000 €,1,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Naravni pojavi,4,Ni podatka,3,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Naravni pojavi,18,Ni podatka,17,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Naravni pojavi,2,Ni podatka,2,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Naravni pojavi,4,Ni podatka,4,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Naravni pojavi,9,Ni podatka,8,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Naravni pojavi,1,Ni podatka,1,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Naravni pojavi,9,Ni podatka,3,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Naravni pojavi,7,Ni podatka,5,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Naravni pojavi,6,Ni podatka,2,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Naravni pojavi,2,Ni podatka,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Naravni pojavi,6,Ni podatka,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Naravni pojavi,7,Ni podatka,1,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Naravni pojavi,6,Ni podatka,1,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Povzročile živali,0,Ni gmotne škode,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Povzročile živali,0,Ni gmotne škode,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Povzročile živali,0,Ni gmotne škode,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Povzročile živali,0,Ni gmotne škode,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Povzročile živali,0,Ni gmotne škode,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Povzročile živali,0,Ni gmotne škode,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Povzročile živali,0,Ni gmotne škode,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Povzročile živali,0,Ni gmotne škode,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Povzročile živali,1,Ni gmotne škode,1,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Povzročile živali,1,Ni gmotne škode,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Povzročile živali,0,Ni gmotne škode,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Povzročile živali,0,Ni gmotne škode,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Povzročile živali,0,Ni gmotne škode,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Povzročile živali,0,Ni podatka,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Povzročile živali,0,Ni podatka,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Povzročile živali,0,Ni podatka,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Povzročile živali,0,Ni podatka,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Povzročile živali,0,Ni podatka,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Povzročile živali,0,Ni podatka,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Povzročile živali,0,Ni podatka,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Povzročile živali,0,Ni podatka,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Povzročile živali,1,Ni podatka,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Povzročile živali,1,Ni podatka,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Povzročile živali,0,Ni podatka,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Povzročile živali,0,Ni podatka,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Povzročile živali,0,Ni podatka,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Drugo,7,Ni gmotne škode,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Drugo,12,Ni gmotne škode,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Drugo,23,Ni gmotne škode,1,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Drugo,19,Ni gmotne škode,3,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Drugo,22,Ni gmotne škode,3,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Drugo,4,Ni gmotne škode,2,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Drugo,62,Ni gmotne škode,24,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Drugo,60,Ni gmotne škode,36,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Drugo,24,Ni gmotne škode,16,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Drugo,23,Ni gmotne škode,14,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Drugo,47,Ni gmotne škode,39,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Drugo,51,Ni gmotne škode,37,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Drugo,102,Ni gmotne škode,93,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Drugo,7,do 10.000 €,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Drugo,12,do 10.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Drugo,23,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Drugo,19,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Drugo,22,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Drugo,4,do 10.000 €,2,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Drugo,62,do 10.000 €,18,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Drugo,60,do 10.000 €,2,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Drugo,24,do 10.000 €,1,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Drugo,23,do 10.000 €,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Drugo,47,do 10.000 €,5,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Drugo,51,do 10.000 €,12,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Drugo,102,do 10.000 €,7,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Drugo,7,Ni podatka,7,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Drugo,12,Ni podatka,12,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Drugo,23,Ni podatka,22,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Drugo,19,Ni podatka,16,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Drugo,22,Ni podatka,19,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Drugo,4,Ni podatka,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Drugo,62,Ni podatka,20,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Drugo,60,Ni podatka,22,5.564
